name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,health_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance,category,state,company_rank
University of Michigan,Colleges & Universities,5,3,4200.0,8600.0,454.0,463.0,1000.0,https://www.umich.edu/,Education,7,"Ann Arbor, MI",1817.0,0.77,0.07,0.16,2.6,4.3,4.5,6,1,1,1,1,0,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,7,1,1,1,1,0,0,1,0,1,0,1,4,1,1,1,0,1,Education, MI,2
Delta Air Lines,Airlines,29,3,3900.0,4300.0,126.0,3000.0,1200.0,https://www.delta.com/us/en/careers/overview,Public,8,"Atlanta, GA",1928.0,0.76,0.07,0.17,3.0,4.2,4.5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,0,0,1,6,1,0,1,1,0,0,1,0,1,1,0,4,1,1,1,0,1,Travel & Tourism, GA,2
Salesforce,Computer Hardware & Software,26,3,8500.0,13200.0,7000.0,7200.0,3000.0,https://www.salesforce.com/,Public,8,"San Francisco, CA",1999.0,0.86,0.09,0.05,3.3,4.6,4.5,11,1,1,1,1,1,1,1,1,1,0,1,0,1,7,1,1,1,1,1,1,0,0,1,6,1,1,0,1,1,0,0,0,1,1,5,1,0,1,1,1,1,7,1,1,1,1,1,0,1,0,1,0,0,4,1,1,1,0,1,Information Technology, CA,2
MIT,Colleges & Universities,7,3,2400.0,5500.0,319.0,242.0,623.0,https://www.mit.edu/,Education,6,"Cambridge, MA",1861.0,0.74,0.1,0.16,2.9,4.2,4.5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,6,1,1,0,0,1,1,1,0,1,0,4,1,1,1,0,0,1,8,1,0,1,1,1,0,1,0,1,1,1,4,1,1,1,0,1,Education, MA,2
Northside Hospital,Health Care Services & Hospitals,25,3,2500.0,2100.0,1400.0,279.0,724.0,https://jobs.northside.com/,Nonprofit Organization,3,"Atlanta, GA",1970.0,0.85,0.07,0.08,2.5,4.2,4.5,13,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,0,0,0,1,1,7,1,0,0,1,0,1,1,1,1,1,6,1,1,1,1,1,1,8,1,0,1,1,1,0,1,0,1,1,1,4,1,1,1,0,1,Health Care Services & Hospitals, GA,2
Purdue University,Colleges & Universities,9,3,2600.0,4700.0,462.0,226.0,504.0,https://www.purdue.edu/,Education,5,"West Lafayette, IN",1869.0,0.77,0.04,0.2,2.4,3.9,4.4,11,1,1,1,1,1,1,0,1,1,1,1,0,1,4,1,0,1,0,0,1,1,0,0,5,1,1,0,0,0,0,1,1,1,0,4,1,1,1,0,0,1,4,1,1,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,Education, IN,2
UC Irvine,Colleges & Universities,6,3,1500.0,2800.0,157.0,190.0,313.0,https://www.uci.edu/,Education,5,"Irvine, CA",1965.0,0.81,0.07,0.12,2.6,4.1,4.4,6,1,1,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,4,1,0,1,0,1,0,0,0,1,0,0,4,1,1,1,0,1,Education, CA,2
Virginia Tech,Colleges & Universities,3,2,1400.0,3100.0,321.0,141.0,216.0,https://www.vt.edu/,Education,5,"Blacksburg, VA",1872.0,0.81,0.04,0.16,2.6,4.1,4.4,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1,Education, VA,2
Adobe,Computer Hardware & Software,27,3,5400.0,7100.0,2300.0,1300.0,1900.0,https://www.adobe.com/,Public,7,"San Jose, CA",1982.0,0.62,0.23,0.15,3.1,4.6,4.4,12,1,1,1,1,1,1,1,1,1,1,1,0,1,8,0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,0,1,0,1,1,6,1,1,1,1,1,1,9,1,1,1,1,1,0,1,0,1,1,1,5,1,1,1,1,1,Information Technology, CA,2
World Wide Technology,Computer Hardware & Software,25,2,1300.0,1600.0,529.0,229.0,493.0,https://www.wwt.com/,Private,8,"Maryland Heights, MO",1990.0,0.61,0.25,0.14,2.8,4.8,4.3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Information Technology, MO,2
MathWorks,Computer Hardware & Software,18,2,1500.0,3400.0,304.0,2500.0,339.0,https://www.mathworks.com/,Private,5,"Natick, MA",1984.0,0.58,0.14,0.29,2.8,4.2,4.4,7,1,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,4,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Information Technology, MA,2
University of Iowa,Colleges & Universities,1,3,1200.0,2800.0,13.0,111.0,258.0,https://jobs.uiowa.edu/,Education,5,"Iowa City, IA",1847.0,0.84,0.05,0.11,2.4,4.2,4.4,9,1,1,1,0,0,1,1,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,4,1,0,1,1,0,0,0,0,1,0,0,4,1,1,1,0,1,Education, IA,2
Paylocity,Enterprise Software & Network Solutions,7,1,1500.0,1500.0,0.0,316.0,343.0,https://www.paylocity.com/,Public,3,"Schaumburg, IL",1997.0,0.68,0.21,0.11,2.8,4.1,4.4,6,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Information Technology, IL,2
US Coast Guard,Federal Agencies,34,3,1700.0,1700.0,45.0,115.0,615.0,https://www.uscg.mil/,Government,2,"Washington, DC",1790.0,0.64,0.12,0.24,2.4,4.6,4.4,7,1,1,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,3,1,1,1,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,4,1,1,1,0,1,Goverment, DC,2
Morrison Healthcare,Catering & Food Service Contractors,1,3,2400.0,2200.0,1600.0,206.0,596.0,https://www.morrisonhealthcare.com/,Subsidiary or Business Segment,6,"Sandy Springs, GA",1920.0,0.86,0.06,0.07,2.5,4.1,4.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,4,0,1,1,0,1,0,0,0,1,6,1,1,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,7,1,1,1,0,0,0,1,0,1,1,1,5,1,1,1,1,1,"Restaurants, Bars & Food Services", GA,2
University of Connecticut,Colleges & Universities,13,1,1100.0,2300.0,230.0,128.0,245.0,https://www.uconn.edu/,Education,4,"Storrs Mansfield, CT",1881.0,0.82,0.03,0.14,2.3,4.0,4.4,5,1,1,1,0,0,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,1,0,4,1,1,1,0,0,1,4,0,0,1,1,0,0,1,0,1,0,0,5,1,1,1,1,1,Education, CT,2
Texas Tech University,Colleges & Universities,3,1,1300.0,2700.0,135.0,159.0,199.0,https://www.workattexastech.com/,Education,4,"Lubbock, TX",1923.0,0.81,0.04,0.15,2.4,3.8,4.4,4,1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,4,1,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1,Education, TX,2
Boston Consulting Group,Consulting,86,3,4000.0,4200.0,1100.0,2200.0,803.0,https://www.bcg.com/,Private,2,"Boston, MA",1963.0,0.7,0.12,0.18,3.6,4.7,4.4,7,1,1,0,1,0,1,0,1,0,0,1,0,1,3,0,1,1,0,1,0,0,0,0,6,1,1,1,0,1,0,0,0,1,1,3,1,1,1,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,Business Services, MA,2
McKinsey & Company,Consulting,25,3,5400.0,10400.0,931.0,3000.0,1200.0,https://www.mckinsey.com/,Private,1,"New York, NY",1926.0,0.66,0.13,0.2,3.7,4.8,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,5,0,1,1,0,1,0,0,1,1,9,1,1,1,0,1,1,1,1,1,1,6,1,1,1,1,1,1,8,1,1,1,0,0,0,1,1,1,1,1,5,1,1,1,1,1,Business Services, NY,2
Royal Caribbean Group,Cruise Ships,12,3,1700.0,1600.0,50.0,224.0,450.0,https://www.rcgcareers.com/,Public,7,"Miami, FL",1968.0,0.67,0.14,0.19,2.5,3.5,4.4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,0,0,0,7,1,0,0,1,1,1,1,0,1,1,4,1,1,1,0,0,1,6,1,1,1,1,0,0,0,0,1,0,1,5,1,1,1,1,1,Travel & Tourism, FL,2
Paycom,Enterprise Software & Network Solutions,26,1,1800.0,2100.0,149.0,855.0,436.0,https://www.paycom.com/,Public,4,"Oklahoma City, OK",1998.0,0.49,0.34,0.17,3.0,4.4,4.4,11,1,1,1,1,1,1,1,1,1,0,0,1,1,5,1,1,1,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,5,1,1,1,1,0,1,5,1,1,1,1,0,0,0,0,1,0,0,2,0,1,1,0,0,Information Technology, OK,2
Arizona State University,Colleges & Universities,9,2,2900.0,4600.0,154.0,385.0,746.0,https://www.asu.edu/,Education,5,"Tempe, AZ",1885.0,0.8,0.08,0.13,2.4,3.9,4.4,11,1,1,1,1,1,1,1,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,5,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,4,1,1,1,0,1,Education, AZ,2
Akamai,IT Services,19,2,1800.0,2500.0,195.0,663.0,715.0,https://www.akamai.com/,Public,6,"Cambridge, MA",1998.0,0.61,0.23,0.15,3.1,4.4,4.4,6,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,1,1,1,1,1,1,0,0,3,1,1,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Information Technology, MA,2
Yale University,Colleges & Universities,2,3,1600.0,4900.0,307.0,159.0,518.0,https://www.yale.edu/,Education,6,"New Haven, CT",1701.0,0.76,0.08,0.16,2.5,4.2,4.4,11,1,1,1,1,1,1,1,1,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,6,1,1,1,0,0,0,1,0,1,1,5,1,1,1,0,1,1,4,1,0,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1,Education, CT,2
Intuit,Computer Hardware & Software,18,2,6100.0,8200.0,11500.0,1500.0,2200.0,https://www.intuit.com/careers/glassdoor,Public,7,"Mountain View, CA",1983.0,0.61,0.23,0.15,3.0,4.5,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,8,0,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,0,1,10,1,1,1,1,1,1,1,0,1,1,1,4,1,1,1,0,1,Information Technology, CA,2
Washington University in St. Louis,Colleges & Universities,2,3,1700.0,4100.0,803.0,201.0,460.0,https://www.wustl.edu/,Education,5,"Saint Louis, MO",1853.0,0.69,0.09,0.22,2.6,4.3,4.4,8,1,1,1,1,1,1,0,0,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,3,1,1,0,0,1,Education, MO,2
H E B,Grocery Stores & Supermarkets,1,3,5200.0,6700.0,256.0,970.0,1000.0,https://www.heb.com/,Private,8,"San Antonio, TX",1905.0,0.77,0.1,0.13,2.5,4.2,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,5,0,1,1,0,1,1,0,1,0,9,1,0,1,1,1,1,1,1,1,1,5,1,1,1,0,1,1,5,1,1,1,0,0,0,1,0,1,0,0,5,1,1,1,1,1,Retail, TX,2
University of Pennsylvania,Colleges & Universities,4,3,2600.0,6000.0,1300.0,334.0,655.0,https://www.upenn.edu/,Education,1,"Philadelphia, PA",1740.0,0.71,0.12,0.18,2.6,4.2,4.4,9,1,1,1,1,1,1,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,0,1,0,0,4,1,1,1,0,1,Education, PA,2
NIH,Biotech & Pharmaceuticals,12,3,1500.0,4800.0,20.0,195.0,380.0,https://www.nih.gov/,Government,1,"Bethesda, MD",1887.0,0.79,0.03,0.17,2.6,4.0,4.4,6,1,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,1,0,0,5,1,0,1,0,0,0,1,1,1,0,6,1,1,1,1,1,1,4,0,0,1,0,1,0,1,0,1,0,0,3,1,1,1,0,0,Biotech & Pharmaceuticals, MD,2
University of Minnesota,Colleges & Universities,5,3,2500.0,5500.0,825.0,245.0,677.0,https://www.umn.edu/,Education,6,"Minneapolis, MN",1851.0,0.71,0.1,0.19,2.4,4.3,4.4,6,1,1,1,0,0,1,1,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,1,1,3,1,1,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,4,1,1,1,0,1,Education, MN,2
Georgia Tech,Colleges & Universities,6,2,2200.0,4300.0,1.0,219.0,474.0,https://www.gatech.edu/,Education,5,"Atlanta, GA",1885.0,0.77,0.07,0.16,2.3,3.9,4.4,9,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,1,3,1,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,1,4,1,1,1,0,1,Education, GA,2
lululemon,"Department, Clothing, & Shoe Stores",1,3,3200.0,2300.0,844.0,1500.0,760.0,https://www.lululemon.com/,Public,6,"Vancouver, Canada",1998.0,0.66,0.16,0.19,2.5,4.1,4.4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0,0,3,1,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,4,1,0,0,1,0,1,0,0,1,0,0,2,0,1,1,0,0,Retail, Canada,2
Red Hat,Computer Hardware & Software,35,3,2100.0,2300.0,872.0,583.0,823.0,https://www.redhat.com/,Public,6,"Raleigh, NC",1993.0,0.63,0.23,0.14,3.0,4.3,4.4,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,1,1,0,0,0,1,6,1,1,0,0,1,0,1,1,1,0,3,1,0,1,0,0,1,5,1,1,0,0,0,0,1,0,1,0,1,4,1,1,1,0,1,Information Technology, NC,2
NYU (New York University),Colleges & Universities,9,3,3100.0,5300.0,556.0,445.0,780.0,https://www.nyu.edu/about/working-at-nyu.html,Education,7,"New York, NY",1831.0,0.71,0.11,0.17,2.6,4.1,4.4,12,1,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,4,1,1,1,0,0,1,7,1,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1,Education, NY,2
Texas A&M University,Colleges & Universities,16,3,3200.0,5000.0,275.0,347.0,573.0,https://www.tamu.edu/,Education,1,"College Station, TX",1871.0,0.82,0.06,0.13,2.2,3.9,4.4,12,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,1,0,0,0,1,0,0,7,1,1,0,1,0,0,1,1,1,1,6,1,1,1,1,1,1,9,1,1,1,1,1,0,1,0,1,1,1,3,1,1,1,0,0,Education, TX,2
Patni Computer Systems,IT Services,6,2,408.0,10100.0,0.0,64.0,44.0,https://www.patni.com/,Public,4,"Mumbai, India",1952.0,0.6,0.03,0.37,3.1,3.0,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology, India,1
In-N-Out Burger,Fast-Food & Quick-Service Restaurants,1,3,2100.0,2100.0,37.0,484.0,359.0,https://www.in-n-out.com/,Private,3,"Irvine, CA",1948.0,0.79,0.06,0.14,2.3,4.3,4.4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,"Restaurants, Bars & Food Services", CA,2
Stanford University,Colleges & Universities,11,3,3300.0,7500.0,198.0,389.0,911.0,https://www.stanford.edu/,Education,8,"Stanford, CA",1891.0,0.69,0.12,0.19,2.8,4.2,4.4,13,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,6,1,0,1,1,1,0,1,0,1,0,0,4,1,1,1,0,1,Education, CA,2
Duke University,Colleges & Universities,4,3,2000.0,3300.0,1200.0,245.0,502.0,https://www.hr.duke.edu/,Education,6,"Durham, NC",1838.0,0.8,0.05,0.16,2.6,4.2,4.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,4,1,1,0,1,0,0,0,0,1,0,0,4,1,1,1,0,1,Education, NC,2
University of Wisconsin-Madison,Colleges & Universities,2,3,2000.0,3200.0,5.0,218.0,555.0,https://www.jobs.wisc.edu/,Education,1,"Madison, WI",1848.0,0.77,0.08,0.14,2.5,4.0,4.4,11,1,1,1,1,1,1,1,1,1,0,1,0,1,4,1,0,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,1,1,3,1,1,1,0,0,0,5,1,1,1,0,0,0,0,0,1,0,1,4,1,1,1,0,1,Education, WI,2
Iowa State University,Colleges & Universities,1,2,1300.0,2600.0,103.0,109.0,293.0,https://www.iastate.edu/,Education,4,"Ames, IA",1858.0,0.85,0.01,0.14,2.3,4.1,4.4,12,1,1,1,1,1,1,1,1,0,1,1,1,1,3,0,1,1,0,0,0,0,1,0,7,1,1,1,1,0,0,1,0,1,1,4,1,1,1,0,0,1,5,1,0,1,0,0,0,1,0,1,0,1,4,1,1,1,0,1,Education, IA,2
Indeed,Internet,19,3,1700.0,2200.0,0.0,1200.0,576.0,https://www.indeed.com/,Private,6,"Austin, TX",2004.0,0.49,0.32,0.19,2.9,4.5,4.3,10,1,1,1,1,1,1,1,1,0,0,1,0,1,5,0,1,1,0,1,0,1,0,1,7,1,1,0,1,0,0,1,1,1,1,3,1,0,1,0,0,1,5,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,Information Technology, TX,2
Michigan State University,Colleges & Universities,4,3,1900.0,3500.0,550.0,207.0,318.0,https://www.msu.edu/,Education,5,"East Lansing, MI",1855.0,0.79,0.05,0.16,2.3,4.0,4.4,7,1,1,1,0,0,0,0,0,1,1,1,0,1,3,1,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,1,Education, MI,2
Genentech,Biotech & Pharmaceuticals,6,3,3000.0,5600.0,453.0,861.0,923.0,https://www.gene.com/,Subsidiary or Business Segment,8,"South San Francisco, CA",1976.0,0.68,0.11,0.22,3.1,4.3,4.3,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,0,1,1,0,1,1,0,0,1,7,1,1,1,1,0,1,1,0,0,1,5,1,1,1,0,1,1,9,1,1,1,1,1,0,0,1,1,1,1,4,1,1,1,0,1,Biotech & Pharmaceuticals, CA,2
Florida State University,Colleges & Universities,3,3,1200.0,2200.0,121.0,123.0,211.0,https://www.fsu.edu/,Education,4,"Tallahassee, FL",1851.0,0.81,0.03,0.16,2.3,3.6,4.4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1,Education, FL,2
Trader Joe's,Grocery Stores & Supermarkets,4,3,4000.0,4400.0,122.0,989.0,1000.0,https://www.traderjoes.com/,Private,8,"Monrovia, CA",1967.0,0.73,0.11,0.16,2.3,4.2,4.3,9,1,1,0,1,0,1,1,1,1,0,1,0,1,4,0,1,1,0,1,0,0,1,0,4,1,0,0,0,0,0,1,0,1,1,3,1,1,0,0,1,0,6,1,1,1,1,0,0,1,0,1,0,0,3,0,1,1,1,0,Retail, CA,2
University of Virginia,Colleges & Universities,4,3,1200.0,2700.0,456.0,115.0,232.0,https://www.virginia.edu/,Education,5,"Charlottesville, VA",1819.0,0.7,0.09,0.21,2.5,3.9,4.3,12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,1,1,3,1,1,1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,4,1,1,1,0,1,Education, VA,2
Stryker,Health Care Products Manufacturing,58,3,3400.0,4800.0,1000.0,1700.0,898.0,https://www.stryker.com/,Public,8,"Portage, MI",1941.0,0.54,0.22,0.24,3.3,4.2,4.3,9,1,1,1,1,1,1,1,1,0,0,0,0,1,6,0,1,1,1,1,1,0,1,0,4,1,1,1,0,0,0,0,0,1,0,5,1,1,1,1,0,1,6,1,0,1,1,0,0,1,0,1,1,0,5,1,1,1,1,1,Manufacturing, MI,2
University of Arizona,Colleges & Universities,3,3,1700.0,3100.0,463.0,180.0,374.0,https://www.arizona.edu/,Education,5,"Tucson, AZ",1885.0,0.77,0.09,0.14,2.5,4.0,4.3,5,1,1,0,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,3,0,1,1,0,1,Education, AZ,2
UC San Diego,Colleges & Universities,2,3,2800.0,5500.0,597.0,335.0,596.0,https://www.ucsd.edu/,Education,1,"La Jolla, CA",1960.0,0.78,0.04,0.18,2.4,4.0,4.3,7,1,1,0,1,0,0,0,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,Education, CA,2
Square,Computer Hardware & Software,9,2,722.0,1500.0,1200.0,781.0,267.0,https://www.squareup.com/,Public,5,"San Francisco, CA",2009.0,0.45,0.38,0.17,3.0,4.4,4.2,12,1,1,1,1,1,1,1,1,1,1,1,0,1,5,0,1,1,0,0,1,1,1,0,10,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,0,1,8,1,1,1,1,1,0,1,0,1,1,0,3,1,1,1,0,0,Information Technology, CA,2
MD Anderson Cancer Center,Health Care Services & Hospitals,11,3,2000.0,3500.0,242.0,321.0,724.0,https://www.mdanderson.org/,Hospital,6,"Houston, TX",1941.0,0.72,0.11,0.17,2.8,4.4,4.3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,0,1,0,0,1,1,6,1,1,0,0,0,0,1,1,1,1,5,1,1,1,1,0,1,7,1,0,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1,Health Care Services & Hospitals, TX,2
Boston University,Colleges & Universities,6,3,1900.0,3800.0,550.0,208.0,426.0,https://www.bu.edu/,Education,5,"Boston, MA",1839.0,0.7,0.08,0.21,2.5,4.0,4.3,9,1,1,1,0,1,1,1,0,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,4,1,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,Education, MA,2
University of Southern California,Colleges & Universities,10,3,2900.0,4900.0,2700.0,347.0,698.0,https://www.usc.edu/,Education,6,"Los Angeles, CA",1880.0,0.78,0.06,0.16,2.4,4.2,4.3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,0,0,0,0,1,0,6,1,0,0,0,0,1,1,1,1,1,4,1,1,1,0,0,1,8,1,1,1,1,1,0,1,0,1,0,1,4,1,1,1,0,1,Education, CA,2
University of Washington,Colleges & Universities,12,3,3500.0,7100.0,1500.0,389.0,903.0,https://www.washington.edu/,Education,6,"Seattle, WA",1861.0,0.69,0.1,0.21,2.5,4.1,4.3,9,1,1,0,1,0,0,1,1,1,1,1,0,1,3,1,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,1,3,1,1,1,0,0,0,4,1,1,0,0,0,0,1,0,1,0,0,4,1,1,1,0,1,Education, WA,2
Mastech Digital,Staffing & Outsourcing,30,1,464.0,19500.0,0.0,61.0,96.0,https://www.mastechdigital.com/,Public,3,"Moon Township, PA",1986.0,0.57,0.22,0.21,2.8,2.9,4.2,6,1,1,1,1,1,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Business Services, PA,2
Penn State,Colleges & Universities,30,3,2700.0,5000.0,1600.0,318.0,571.0,https://hr.psu.edu/,Education,7,"University Park, PA",1855.0,0.72,0.08,0.2,2.4,3.9,4.3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,0,0,0,1,0,4,1,1,0,0,0,0,1,0,1,0,4,1,1,1,0,0,1,6,1,0,1,1,1,0,1,0,1,0,0,4,1,1,1,0,1,Education, PA,2
Fast Enterprises,IT Services,6,1,901.0,1100.0,11.0,691.0,378.0,https://www.fastenterprises.com/,Private,2,"Centennial, CO",1997.0,0.74,0.1,0.16,2.7,4.7,4.3,6,1,1,1,1,0,1,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,1,1,4,0,1,1,0,0,0,1,0,1,0,0,2,0,1,1,0,0,Information Technology, CO,2
